,0
2885,SEVENTEENtwist-For
2886,SEVENTYneut
2887,SHARK-SWIM
2888,SHAVE-HEAD
2889,SHIRT-BODY
2890,SHORT-DISTANCE
2891,SHORT-WORD
2892,SHUTDOWN
2893,SIGN
2894,SIGNATURE
2895,SILVERix
2896,SINCEroll
2897,SINGAPORE-COUNTRY
2898,SINGAPORE
2899,SINGLE-OUT
2900,SIRENtwist
2901,SISTERix
2902,SITUATION
2903,SIX-DAYS.mov
2904,SIX-HOURSneut.mov
2905,SIX-HOURSneut
2906,SIX-HOURSrot.mov
2907,SIX-HOURSrot
2908,SIX-OCLOCK.mov
2909,SIX-THOUSAND.mov
2910,SIX-WEEKS.mov
2911,SIX-YEARS-OLD.mov
2912,SIX-YEARS-OLD
2913,SIXTEENrub-For
2914,SIXTEENtwist-For
2915,SIXTY-EIGHT.mov
2916,SIXTY-FIVE
2917,SIXTY-FOUR
2918,SIXTY-NINE.mov
2919,SIXTY-ONE
2920,SIXTY-SIX
2921,SIXTY-THREE
2922,SIXTYneut
2923,SKATEBOARDING
2924,SKEPTICAL
2925,SLAVEhor
2926,SLICED-BREAD
2927,SLIDEasym.mov
2928,SLIDEsym
2929,SLOVENIA
2930,SMALL-PERSON
2931,SNACK-FOOD
2932,SNEEZEsv
2933,SNOWMANsh
2934,SNOWMANstr
2935,SOCIAL-WORKERpa
2936,SOCIAL-WORKERra
2937,SOCIALIZE
2938,SOCIALth-For
2939,SOMETHING
2940,SOPHOMOREix
2941,SOUTH-KOREA
2942,SOUTHERNER
2943,SPAGHETTI
2944,SPEAKERS
2945,SPECIALISTix
2946,SPECIALISTp
2947,SPICYsupstr
2948,SPOONFEEDasym
2949,SPOONFEEDsym
2950,SPRINKLES
2951,SQUIRREL-EAT
2952,SQUIRREL_philvar
2953,SRI-LANKA
2954,STAMPhbk
2955,STAMPhpa
2956,STAY-STILL
2957,STAY-THERE
2958,STETHOSCOPEears
2959,STETHOSCOPEts
2960,STIMULATE
2961,STOP-RIGHT-THERE
2962,STRAWBERRYdown
2963,STRAWBERRYstr
2964,STRUCTURE
2965,STRUGGLEarc
2966,STRUGGLEstr.mov
2967,STUDENTneut
2968,STUDYwig
2969,STUPIDITYa
2970,STUPIDITYv
2971,SUFFERING
2972,SUMMARIZE
2973,SUNLIGHT
2974,SUPER-SKILL
2975,SUPERVISE
2976,SUPERVISOR
2977,SWEETCAKE
2978,SWEETHEART
2979,SWING-ARMS
2980,SWING-SEAT
2981,SWITCH-OFF
2982,SWITZERLAND
2983,TAILSHAPE
2984,TAKE-LOOK
2985,TAKE-OFF-WORK
2986,TAKE-ORALLY
2987,TAKE-OVER
2988,TAKE-PICTURE
2989,TAKE-TURN
2990,TAKE-YOUR-TIME
2991,TALL-PERSON
2992,TANZANIA
2993,TASKFORCE
2994,TATTLETALE
2995,TELEPHONE
2996,TELEPROMPTER
2997,TEMPER-BLOW-UPix
2998,TEMPORARY
2999,TEN-THOUSAND.mov
3000,TENT-CITY
3001,TEXT-PAGER
3002,THANK-YOU
3003,THANKSGIVINGrep
3004,THANKSGIVINGstr
3005,THERMOMETERb
3006,THERMOMETERix
3007,THINK-HEARING
3008,THINK-PENETRATE
3009,THINK-ZEROasym
3010,THINK-ZEROb
3011,THIRDtwist
3012,THIRTY-EIGHT.mov
3013,THIRTY-FIVE.mov
3014,THIRTY-FOUR.mov
3015,THIRTY-NINE.mov
3016,THIRTY-ONE.mov
3017,THIRTY-SEVEN.mov
3018,THIRTY-SIX.mov
3019,THIRTY-THREE.mov
3020,THIRTY-TWO.mov
3021,THIRTYneut
3022,THIRTYshake
3023,THOUSAND.mov
3024,THREE-DAYS.mov
3025,THREE-HOURSneut.mov
3026,THREE-HOURSneut
3027,THREE-HOURSrot.mov
3028,THREE-HOURSrot
3029,THREE-MINUTES.mov
3030,THREE-OCLOCK.mov
3031,THREE-THOUSAND.mov
3032,THREE-WEEKS-AGOarc.mov
3033,THREE-WEEKS-AGOtwist.mov
3034,THREE-WEEKS
3035,THREE-YEARS-AGO.mov
3036,THREE-YEARS-OLD
3037,THROW-UP
3038,THURSDAYflick
3039,THURSDAYh
3040,THURSDAYth
3041,TIME-EIGHT.mov
3042,TIME-ELAPSE
3043,TIME-ELEVEN.mov
3044,TIME-FOUR.mov
3045,TIME-NINE.mov
3046,TIME-ONE
3047,TIME-SEVEN.mov
3048,TIME-SIX.mov
3049,TIME-SPAN
3050,TIME-TEN.mov
3051,TIME-THREE.mov
3052,TIME-TO-TIME
3053,TIME-TWELVE.mov
3054,TIME-TWO.mov
3055,TOILET-ROOM
3056,TOO-EASY
3057,TOOTHBRUSH
3058,TOTALLY-DEAF
3059,TOUCH-HEART
3060,TOUCH-SCREEN
3061,TRADITION
3062,TRANSGENDER
3063,TRANSLATEnoix
3064,TRANSLATEtl
3065,TRAVELarc
3066,TRAVELstr-FOR
3067,TRUCK_philvar
3068,TRUE-BIZtap
3069,TURKEYch
3070,TURN-AROUND
3071,TWENTY-EIGHT
3072,TWENTY-FIVEdown
3073,TWENTY-FIVEup.mov
3074,TWENTY-FOUR
3075,TWENTY-NINE
3076,TWENTY-ONE
3077,TWENTY-SEVEN
3078,TWENTY-SIX
3079,TWENTY-THREE
3080,TWENTY-TWO
3081,TWENTYneut
3082,TWO-DAYS-AGO
3083,TWO-DAYS.mov
3084,TWO-HOURSneut
3085,TWO-HOURSrot
3086,TWO-HUNDREDix
3087,TWO-OCLOCK.mov
3088,TWO-OF-THEM
3089,TWO-OF-US
3090,TWO-THOUSAND-ONE
3091,TWO-THOUSAND-TWO
3092,TWO-THOUSAND.mov
3093,TWO-WEEKS-AGOarc.mov
3094,TWO-WEEKS-AGOtwist.mov
3095,TWO-WEEKS
3096,TWO-YEARS-AGO
3097,TWO-YEARS-OLD
3098,UGANDA-COUNTRY
3099,UNCERTAIN
3100,UNDERGARMENT
3101,UNDERGRADUATE
3102,UNDERPANTS
3103,UNDERSTAND
3104,UNDERWEAR
3105,UNION-STATION
3106,UNIVERSITY
3107,UP-TO-YOU
3108,UP-TO_YOU
3109,VACATION5.mov
3110,VACATION5
3111,VACATIONv
3112,VALENTINE
3113,VANCOUVER
3114,VANILLABEAN
3115,VEGETABLE
3116,VEGETARIAN
3117,VENEZUELA
3118,VERTICAL-BLINDS
3119,VIDEO-GAME
3120,VIDEOCAMERA
3121,VIDEOPHONE
3122,VIDEORECORDEReye
3123,VIDEORECORDERstr
3124,VIETNAMaltvar
3125,VISUALIZE5
3126,VOCABULARY
3127,VOLLEYBALL-SETb
3128,VOLLEYBALL-SETthree
3129,VOLLEYBALL7b
3130,VOLLEYBALLflick
3131,VOLLEYBALLvb
3132,VOLUNTEER
3133,WAIT-FREEZE
3134,WAIT-ONE-MINUTE
3135,WASH-FACE
3136,WASH-HANDS
3137,WASH-MACHINE
3138,WASHINGTON
3139,WATERDROP
3140,WEDNESDAY
3141,WHITE-PERSON
3142,WILL-TEACH
3143,WINDMILL
3144,WISSINOMING
3145,WITCHasym
3146,WONDERFUL
3147,WORTHLESS
3148,WRISTWATCH
3149,YESTERDAYth
3150,YESTERDAYy
3151,YOU'RE-OUT
