name,link
turn.gif,https://drive.google.com/file/d/1Wg68HFSbfPKeevCxn5qVmeYqaYwD-w55/view?usp=drivesdk
twenty.gif,https://drive.google.com/file/d/1XDM5Cv-ZsLdB_QShM9BgT-oQLTnRorbA/view?usp=drivesdk
unlucky.gif,https://drive.google.com/file/d/1Y7WzYbtQW56hlwn1rZPxEDmDIqNI2uBq/view?usp=drivesdk
umbrella.gif,https://drive.google.com/file/d/1ZpWSmcHVDMgRLbDWD7yRjU5-EuA5ScPf/view?usp=drivesdk
undershirt.gif,https://drive.google.com/file/d/1bgz7rsZzxB4n3Q_LcGWWoiX5HOd5IGkb/view?usp=drivesdk
unisex.gif,https://drive.google.com/file/d/1bpBgBWri5TxuLc_uOUzFydebJtVUeIr6/view?usp=drivesdk
undergarment.gif,https://drive.google.com/file/d/1e8JGeWDoAtz5pATr4wxuTmJTWkgOn77t/view?usp=drivesdk
under.gif,https://drive.google.com/file/d/1eywiFsDm2HBwB1-N7BbunI_vHayt_Ofy/view?usp=drivesdk
ugly.gif,https://drive.google.com/file/d/1fLcYxKPOAEiWGONUMqAMkYZOme4HoTrb/view?usp=drivesdk
unique.gif,https://drive.google.com/file/d/1jkhz97vpAK9ZSJl_DZ_3c64YNFe001db/view?usp=drivesdk
twelve.gif,https://drive.google.com/file/d/1l_JwgBIr12yLXJXrcl_XvPv_zLtSyvw2/view?usp=drivesdk
understand.gif,https://drive.google.com/file/d/1mhl1N3HYkdJkmwBCcI4d7KXv4gPW0kne/view?usp=drivesdk
unhappy.gif,https://drive.google.com/file/d/1sE7Sv9nNrH9cZY18qZ9UCRmzL89AgjGq/view?usp=drivesdk
unknown.gif,https://drive.google.com/file/d/1uEcwkvg8hac-9tInIAkvI6Oesr9rJeC1/view?usp=drivesdk
uniform.gif,https://drive.google.com/file/d/1uQZjimQQA6eO6zfrZixo5BXJmMT2UQ1t/view?usp=drivesdk
universe.gif,https://drive.google.com/file/d/1vkf5TUaGX9BbtGIauDp5n5v_Pjh-bcQB/view?usp=drivesdk
unaffordable.gif,https://drive.google.com/file/d/159kGQCrnjJFeI46pUH4wqcjWObFjTA38/view?usp=drivesdk
typist.gif,https://drive.google.com/file/d/16XoFiCs97Rg0u_x-ssCdhbpBeVBxIaQx/view?usp=drivesdk
Uganda.gif,https://drive.google.com/file/d/1GF0ppZrBm2fj8KAtJJeB-VxqiVZA1fU_/view?usp=drivesdk
typical.gif,https://drive.google.com/file/d/1Q7nLqkhIcBO6yZ7W-rY9gHZSvXU_QJ9H/view?usp=drivesdk
unpacking.gif,https://drive.google.com/file/d/1R9jjp8ZF4W5ZGvwDwHeEdPf_1LITZx10/view?usp=drivesdk
two.gif,https://drive.google.com/file/d/1U7TiFlScZ34ZpNEulAKGJww8y2i724fq/view?usp=drivesdk
universal.gif,https://drive.google.com/file/d/1dgQvdidgtML5a5K6n6d0Ih2O5Q4Ax9U_/view?usp=drivesdk
unbearable.gif,https://drive.google.com/file/d/1vKc0chCprLx_u4-LCGJ1dq94-XpZrrnw/view?usp=drivesdk
tram.gif,https://drive.google.com/file/d/11Nx9zgWnVXJtr7m-Wm7oRzvDHiJoUQjf/view?usp=drivesdk
tricycle.gif,https://drive.google.com/file/d/12l6ieHdDfPqBNNHf65NmVwyXPuazLVCR/view?usp=drivesdk
truly.gif,https://drive.google.com/file/d/13Jpe3h3aSh88Xqe-SDOq6BJjlshs8SLn/view?usp=drivesdk
trap.gif,https://drive.google.com/file/d/13QBPOhXkyly-JgztSB8CVvcaQF6hW2o1/view?usp=drivesdk
train.gif,https://drive.google.com/file/d/1CXjLyQKviWPkGis92NfLMkV1OnJXlW0V/view?usp=drivesdk
tray.gif,https://drive.google.com/file/d/1Dfe52Ar5SO4Mnkx6FfGuJShidkuRYy6v/view?usp=drivesdk
transparent.gif,https://drive.google.com/file/d/1EvELuBodB4oqYfRRSnthi5pUFfRXNqSp/view?usp=drivesdk
traitor.gif,https://drive.google.com/file/d/1FmvnwhRlpzSAmRrLk3DqW_DmUiTiID3p/view?usp=drivesdk
Tuesday.gif,https://drive.google.com/file/d/1GPiSLr_ORtuaYz82srhGw-nVaImms1jh/view?usp=drivesdk
trip.gif,https://drive.google.com/file/d/1IWsQkO9uPrNfJP_utxoRs1Q3tjeWtx1q/view?usp=drivesdk
trailer.gif,https://drive.google.com/file/d/1K7bmPKAcsGr8xGZqpHID5kdtBSgGSKJF/view?usp=drivesdk
transfusion.gif,https://drive.google.com/file/d/1KtHl-joQgPi4rYagiyW70LMxBNcxP-9B/view?usp=drivesdk
