word,lemma,pos,frequency
hobbit,Hobbit,PROPN,9
exist,exist,VERB,9
nosy,nosy,ADJ,9
pushing,push,NOUN,9
bendos,Bendos,PROPN,9
swww,Swww,ADJ,9
insect,insect,NOUN,9
collecting,collect,VERB,9
congratulations,congratulation,NOUN,9
boogies,boogy,NOUN,9
groundhog,groundhog,NOUN,9
extension,extension,NOUN,9
postcard,postcard,NOUN,9
diggin,diggin,ADJ,9
beeping,beep,VERB,9
curls,curl,VERB,9
tipping,tip,VERB,9
rockets,rocket,NOUN,9
do,due,ADP,9
u,you,INTJ,9
harmful,harmful,ADJ,9
gale,Gale,PROPN,9
flaming,flame,VERB,9
vroom_vroom,vroom_vroom,PROPN,9
candlestick,candlestick,NOUN,9
m_and_ms,m_and_m,NOUN,9
saggy,saggy,ADJ,9
unfortunately,unfortunately,ADV,9
paper,Paper,PROPN,9
handed,hand,VERB,9
pimple,pimple,NOUN,9
tyronne,Tyronne,PROPN,9
glitch,glitch,NOUN,9
baton,baton,NOUN,9
cj,CJ,PROPN,9
corny,Corny,ADJ,9
doubly,doubly,ADV,9
poachers,poacher,NOUN,9
bing_bing,bing_bing,PROPN,9
toot_toot,toot_toot,X,9
laughin,laughin,INTJ,9
tyrannosaurus_rex,Tyrannosaurus_Rex,PROPN,9
rocking,rock,NOUN,9
nick,nick,NOUN,9
hairpin,hairpin,NOUN,9
choking,choke,VERB,9
noggin,noggin,NOUN,9
flaming,flaming,NOUN,9
droids,Droid,PROPN,9
ordered,order,VERB,9
squeals,squeal,NOUN,9
snarls,snarl,NOUN,9
you're,you,INTJ,9
swimmed,swim,VERB,9
hexagon,hexagon,NOUN,9
macdonald,MacDonald,PROPN,9
breakable,breakable,ADJ,9
bait,bait,NOUN,9
bucky,Bucky,PROPN,9
livin,livin,NOUN,9
carved,carve,VERB,9
ivory,Ivory,PROPN,9
doogin,doogin,NOUN,9
dividing,divide,VERB,9
ais,ais,NOUN,9
needa,need,AUX,9
quidditch,Quidditch,PROPN,9
dumbbell,dumbbell,NOUN,9
drawin,draw,VERB,9
britches,britch,NOUN,9
backin,backin,VERB,9
investigator_one,Investigator_one,PROPN,9
mailed,mail,VERB,9
purples,purple,NOUN,9
puttaputta,puttaputta,NOUN,9
peeka,peeka,PROPN,9
mash,mash,PROPN,9
record,record,ADJ,9
dum_dum,dum_dum,NOUN,9
dumbo's,Dumbo's,PROPN,9
fallin,fallin,PROPN,9
wh,will,VERB,9
buggie,buggie,NOUN,9
gluckie,Gluckie,PROPN,9
cat,cat,VERB,9
steamed,steam,VERB,9
is,be,PUNCT,9
rumpus,rumpus,NOUN,9
lightsabers,lightsaber,NOUN,9
beddy,beddy,NOUN,9
cheated,cheat,VERB,9
shades,shade,NOUN,9
stuffy,stuffy,ADJ,9
smores,smore,NOUN,9
wuff,wuff,NOUN,9
tippytoes,tippytoe,NOUN,9
racer,racer,NOUN,9
busam,busam,VERB,9
fakir,Fakir,PROPN,9
ou,ou,ADP,9
we'll,we'll,ADV,9
spinner,spinner,NOUN,9
overflowed,overflow,VERB,9
precious,precious,ADJ,9
bruised,bruise,VERB,9
flaps,flap,NOUN,9
enjoying,enjoy,VERB,9
peekaboos,peekaboo,NOUN,9
pink,pink,VERB,9
earache,earache,NOUN,9
development,development,NOUN,9
grabby,grabby,ADJ,9
highland,Highland,PROPN,9
flames,flame,NOUN,9
standed,stand,VERB,9
pickle,pickle,VERB,9
dungeon,dungeon,NOUN,9
boo_boo,boo_boo,X,9
bumble_bee,Bumble_Bee,PROPN,9
passing,pass,VERB,9
patty_cake,patty_cake,X,9
entertain,entertain,VERB,9
bye,bye,ADJ,9
kin,kin,NOUN,9
popples,Popples,PROPN,9
aw,aw,ADJ,9
dit,dit,PROPN,9
planting,planting,VERB,9
ticking,tick,VERB,9
brenda,Brenda,PROPN,9
crashes,crash,VERB,9
tooth_fairy,Tooth_Fairy,PROPN,9
sparkle,sparkle,NOUN,9
meow,meow,VERB,9
huff,huff,VERB,9
unscrewing,unscrew,VERB,9
boon,boon,NOUN,9
ladders,Ladders,PROPN,9
even_though,even_though,ADJ,9
lasso,lasso,VERB,9
fixin,fixin,ADJ,9
swingin,swingin,NOUN,9
kickin,kickin,VERB,9
meme,meme,NOUN,9
explained,explain,VERB,9
intelligent,intelligent,ADJ,9
the_great_cat_chase,the_great_cat_chase,X,9
err,err,INTJ,9
folks,folk,NOUN,9
linoleum,linoleum,NOUN,9
cubby,cubby,NOUN,9
wiggle,wiggle,PROPN,9
squeezes,squeeze,VERB,9
babysitting,babysit,VERB,9
prob,prob,NOUN,9
in_between,in_between,ADP,9
visits,visit,VERB,9
was,be,PUNCT,9
belonged,belong,VERB,9
lining,lining,VERB,9
parsley,parsley,NOUN,9
pooh,pooh,PROPN,9
entirely,entirely,ADV,9
duckula,Duckula,PROPN,9
voting,voting,VERB,9
joyce,Joyce,PROPN,9
murder,murder,VERB,9
rainbow_brite,rainbow_brite,X,9
looser,loser,ADJ,9
discovered,discover,VERB,9
mooo,mooo,NOUN,9
winky,winky,NOUN,9
danger,Danger,PROPN,9
gourds,gourd,NOUN,9
miles,Miles,PROPN,9
clementine,Clementine,PROPN,9
connection,connection,NOUN,9
bam,bam,INTJ,9
sculptures,sculpture,NOUN,9
huff,huff,PROPN,9
c,c,INTJ,9
tomorrow's,tomorrow,NOUN,9
rectangles,rectangle,NOUN,9
braid,braid,NOUN,9
heehaw,Heehaw,PROPN,9
autobots,Autobot,PROPN,9
milkshakes,milkshake,NOUN,9
sprayed,spray,VERB,9
busha,busha,X,9
drips,drip,VERB,9
darren,Darren,PROPN,9
thieves,thief,NOUN,9
hofstra,Hofstra,PROPN,9
whoop,whoop,INTJ,9
colby,Colby,PROPN,9
quieter,quiet,ADJ,9
favors,favor,NOUN,9
envelopes,envelope,NOUN,9
freddy,Freddy,PROPN,9
shawn,Shawn,PROPN,9
shoo,shoo,PROPN,9
kingdom,kingdom,NOUN,9
melt,melt,NOUN,9
sandcastle,sandcastle,NOUN,9
picture,picture,VERB,9
crunching,crunch,VERB,9
benny,Benny,PROPN,9
bop,bop,PROPN,9
disappears,disappear,VERB,9
horsie,horsie,X,9
rupsje,Rupsje,PROPN,9
corvette,Corvette,PROPN,9
buzzing,buzz,VERB,9
snowflakes,snowflake,NOUN,9
cresson,Cresson,PROPN,9
piggybank,piggybank,NOUN,9
tortillas,tortilla,NOUN,9
holdin,holdin,ADJ,9
lever,lever,NOUN,9
sinks,sink,NOUN,9
chugga_chugga,chugga_chugga,X,9
tend,tend,VERB,9
steady,steady,ADJ,9
dallas,Dallas,PROPN,9
cruel,cruel,ADJ,9
fo,of,NOUN,9
spike,spike,ADJ,9
abraham_lincoln,Abraham_Lincoln,PROPN,9
swung,swing,VERB,9
duh_dah,duh_dah,PROPN,9
stegosaurus,stegosaurus,PROPN,9
moccasins,moccasin,NOUN,9
storage,storage,NOUN,9
meanest,mean,ADJ,9
answering,answer,NOUN,9
owies,owis,NOUN,9
crowded,crowd,VERB,9
tom_thumb,Tom_Thumb,PROPN,9
_of,_of,PUNCT,9
pate,pate,NOUN,9
complaining,complain,VERB,9
fishhead,Fishhead,PROPN,9
deal,deal,VERB,9
lamby,,X,9
blub,blub,NOUN,9
poor_pony,Poor_Pony,PROPN,9
major,major,ADJ,9
blues,Blues,PROPN,9
cha_cha_cha,cha_cha_cha,NOUN,9
willy_willy,willy_willy,ADJ,9
gizmo,Gizmo,PROPN,9
gingerman,gingerman,X,9
dong,dong,NOUN,9
robinhood,Robinhood,PROPN,9
acre,acre,NOUN,9
tot,tot,NOUN,9
teaspoon,teaspoon,NOUN,9
injured,injure,VERB,9
ah,ah,ADV,9
practically,practically,ADV,9
failed,fail,VERB,9
jasmine,Jasmine,PROPN,9
itch,itch,VERB,9
united,unite,VERB,9
ga,ga,X,9
dialed,dial,VERB,9
flipping,flipping,VERB,9
questionnaire,questionnaire,NOUN,9
yum,yum,X,9
missin,missin,INTJ,9
peeling,peel,VERB,9
grammy,grammy,NOUN,9
care_bears,Care_bears,PROPN,9
nickelodeon,Nickelodeon,PROPN,9
marching,marching,NOUN,9
amen,amen,NOUN,9
calls,call,NOUN,9
snuggly,snuggly,ADJ,9
curly,curly,NOUN,9
dialing,dial,VERB,9
square,Square,PROPN,9
a_little,a_little,ADJ,9
wuh,wuh,INTJ,9
figures,figure,VERB,9
polish,polish,VERB,9
electrician,electrician,NOUN,9
among,among,ADP,9
jenny's,Jenny's,PROPN,9
dollys,dolly,NOUN,9
ni,Ni,PROPN,9
abc,abc,ADJ,9
shock,shock,NOUN,9
meowing,meow,VERB,9
dennison,Dennison,PROPN,9
arguing,argue,VERB,9
shampoo,shampoo,VERB,9
eggie,eggie,NOUN,9
nibbles,nibble,NOUN,9
knowing,know,VERB,9
hearken,hearken,VERB,9
orphan_annie,Orphan_Annie,PROPN,9
backward,backward,ADJ,9
dodge,Dodge,PROPN,8
shakin,shakin,VERB,8
hooks,hook,VERB,8
rochelle,Rochelle,PROPN,8
liquid,liquid,NOUN,8
yawn,yawn,INTJ,8
neato,neato,NOUN,8
dee,Dee,PROPN,8
digged,dig,VERB,8
poo,Poo,PROPN,8
principle,principle,NOUN,8
pals,pal,NOUN,8
seuss,Seuss,PROPN,8
goes,go,NOUN,8
hulks,hulk,NOUN,8
leashes,leash,NOUN,8
bay,bay,PROPN,8
don,don,NOUN,8
i've,I've,PROPN,8
dwarves,dwarve,NOUN,8
boat,boat,PROPN,8
gorillas,gorilla,NOUN,8
church,Church,PROPN,8
healing,healing,NOUN,8
wha-,wha-,INTJ,8
fishbowl,fishbowl,NOUN,8
nude,nude,NOUN,8
headed,head,VERB,8
attracted,attract,VERB,8
kelloggs,Kelloggs,PROPN,8
shoots,shoot,NOUN,8
tryin,tryin,INTJ,8
leans,lean,VERB,8
meerkat,Meerkat,PROPN,8
explode,explode,VERB,8
interest,interest,NOUN,8
loop_loops,Loop_loops,PROPN,8
designed,design,VERB,8
turbo,turbo,NOUN,8
otters,otter,NOUN,8
ow,ow,ADP,8
ti,it,NOUN,8
owl,Owl,PROPN,8
rattles,rattle,NOUN,8
losin,losin,VERB,8
barked,bark,VERB,8
st,st,VERB,8
wristbands,wristband,NOUN,8
buildin,buildin,ADJ,8
armor,armor,NOUN,8
cops,cop,NOUN,8
hickory,hickory,ADJ,8
alabama,Alabama,PROPN,8
gi,gi,INTJ,8
percent,percent,NOUN,8
scampered,scamper,VERB,8
jack_and_jill,Jack_and_Jill,PROPN,8
outside,outside,SCONJ,8
grownup,grownup,ADJ,8
supercalif,supercalif,NOUN,8
nutritious,nutritious,ADJ,8
spicy,spicy,ADJ,8
jackie_packie,Jackie_Packie,PROPN,8
dougie,Dougie,PROPN,8
carrying,carry,NOUN,8
oh_my_god,oh_my_god,PROPN,8
nursery_school,nursery_school,PROPN,8
crank,crank,VERB,8
transform,transform,VERB,8
thought,thought,NOUN,8
drug,drug,NOUN,8
prehistoric,prehistoric,ADJ,8
state,State,PROPN,8
charged,charge,VERB,8
urs,urs,PRON,8
juice,juice,VERB,8
teen,teen,NOUN,8
ahman,Ahman,PROPN,8
bug,Bug,PROPN,8
blocking,block,VERB,8
a,a,PRON,8
jumanji,Jumanji,PROPN,8
peaceful,peaceful,ADJ,8
booking,booking,NOUN,8
soakie,Soakie,PROPN,8
australia,Australia,PROPN,8
brandy,brandy,NOUN,8
heidi's,Heid,PROPN,8
ahhh,ahhh,INTJ,8
carol's,Carol's,PROPN,8
dodge,dodgeball,NOUN,8
baby_boo,Baby_Boo,PROPN,8
plaster,plaster,NOUN,8
capes,cape,NOUN,8
ki,ki,INTJ,8
bathin,bathin,ADJ,8
home,home,ADJ,8
french_fries,french_fry,NOUN,8
flora,flora,PROPN,8
scariest,scary,ADJ,8
cliffs,cliff,NOUN,8
janna,Janna,PROPN,8
iguana,iguana,NOUN,8
sigh,sigh,INTJ,8
passport,passport,NOUN,8
typing,type,NOUN,8
slugs,slug,NOUN,8
shortcake,shortcake,NOUN,8
jacyntha,Jacyntha,PROPN,8
crowd,crowd,NOUN,8
rot,rot,VERB,8
fruit_loops,fruit_loop,NOUN,8
divide,divide,VERB,8
splat,splat,NOUN,8
motors,motor,NOUN,8
sliding_stairs,sliding_stair,NOUN,8
triple,triple,ADJ,8
court,court,NOUN,8
ov,ov,ADP,8
needta,needta,PART,8
ple,ple,NOUN,8
sheila,Sheila,PROPN,8
generally,generally,ADV,8
littlest,littlest,NOUN,8
permanent,permanent,NOUN,8
jenni,Jenni,PROPN,8
ou,ou,PUNCT,8
unicycle,unicycle,NOUN,8
midge,Midge,PROPN,8
storekeeper,storekeeper,NOUN,8
tinkertoy,tinkertoy,PROPN,8
pee_wee,Pee_Wee,PROPN,8
eric's,Eric's,PROPN,8
hit,hit,ADJ,8
interrupt,interrupt,VERB,8
complete,complete,ADJ,8
pop,pop,ADJ,8
grandfather,Grandfather,PROPN,8
pr,pr,NOUN,8
adrian,Adrian,PROPN,8
tele,tele,NOUN,8
verb,verb,NOUN,8
goblin,goblin,NOUN,8
allosaurus,allosaurus,X,8
justin's,Justin's,PROPN,8
kicks,kick,NOUN,8
growling,growling,NOUN,8
receipt,receipt,NOUN,8
glow,glow,VERB,8
pearls,pearl,NOUN,8
beyond,beyond,ADP,8
shakes,shake,NOUN,8
ted,Ted,PROPN,8
toyota,Toyota,PROPN,8
twelfth,twelfth,NOUN,8
humps,hump,NOUN,8
fri,Friday,PROPN,8
horsie,horsie,VERB,8
tow,tow,VERB,8
nugget,nugget,NOUN,8
picnics,picnic,NOUN,8
camp,camp,VERB,8
bauch,bauch,PROPN,8
wiper,wiper,NOUN,8
negative,negative,ADJ,8
magazines,magazine,NOUN,8
talent,talent,NOUN,8
cha,cha,PROPN,8
jo_jo,Jo_Jo,PROPN,8
fingerpaint,fingerpaint,NOUN,8
upper,upper,ADJ,8
myra,Myra,PROPN,8
pulp,pulp,NOUN,8
monroe,Monroe,PROPN,8
woopie,Woopie,PROPN,8
kaboomps,kaboomps,PROPN,8
transcribed,transcribe,VERB,8
hammerhead,Hammerhead,PROPN,8
terribly,terribly,ADV,8
dee_dee,Dee_Dee,PROPN,8
maddy,Maddy,PROPN,8
te,the,PROPN,8
mister_potato,Mister_Potato,PROPN,8
measured,measure,VERB,8
ralph,Ralph,PROPN,8
croak,croak,NOUN,8
closing,closing,NOUN,8
corky,Corky,PROPN,8
tol,tol,VERB,8
fooled,fool,VERB,8
nan,nan,NOUN,8
rosalee,Rosalee,PROPN,8
raindrops,raindrop,NOUN,8
coaster,coaster,NOUN,8
han,han,NOUN,8
boss,boss,VERB,8
tum,tum,X,8
delivery,delivery,NOUN,8
turnin,turnin,NOUN,8
ru,ru,PROPN,8
sabore,Sabore,PROPN,8
baum_snow,Baum_snow,PROPN,8
ireland,Ireland,PROPN,8
brownie,Brownie,PROPN,8
salmon,salmon,NOUN,8
phyllis,Phyllis,PROPN,8
come_on,come_on,INTJ,8
melisandy,Melisandy,PROPN,8
raspberries,raspberry,NOUN,8
seashore,seashore,NOUN,8
farms,farm,NOUN,8
blitzen,Blitzen,PROPN,8
delma's,Delma',PROPN,8
packs,pack,NOUN,8
ridin,ridin,NOUN,8
buoy,buoy,NOUN,8
et,et,NOUN,8
jam,jam,VERB,8
peop,peop,NOUN,8
cassie,Cassie,PROPN,8
lucka,lucka,PROPN,8
speaks,speak,VERB,8
a_lot,a_lot,INTJ,8
mufasa,Mufasa,PROPN,8
lucka,lucka,X,8
vinnie,Vinnie,PROPN,8
et,ET,X,8
micro,micro,NOUN,8
frera,Frera,PROPN,8
hooves,hoof,NOUN,8
carols,carol,NOUN,8
sky,Sky,NOUN,8
phil,Phil,PROPN,8
potato_chip,potato_chip,NOUN,8
boing,boing,NOUN,8
dwarfs,dwarf,NOUN,8
chapstick,chapstick,NOUN,8
impressed,impressed,ADJ,8
uncuffed,uncuffed,ADJ,8
f,for,AUX,8
roofs,roof,NOUN,8
hog,hog,VERB,8
licorice,licorice,NOUN,8
west,west,NOUN,8
warmly,warmly,ADV,8
twentieth,twentieth,NOUN,8
hush,hush,INTJ,8
loura,loura,X,8
jaques,Jaques,PROPN,8
th,that,PUNCT,8
flyin,flyin,ADJ,8
happenin,happenin,ADJ,8
pokemon,Pokemon,PROPN,8
prove,prove,VERB,8
walkin,walk,ADJ,8
alison,Alison,PROPN,8
walruses,walrus,NOUN,8
adult,adult,NOUN,8
hamburglar,Hamburglar,PROPN,8
nathaniel's,Nathaniel',PROPN,8
stomped,stomp,VERB,8
gwampa,Gwampa,PROPN,8
entire,entire,ADJ,8
legged,legged,ADJ,8
sophies,Sophies,PROPN,8
cu,cu,NOUN,8
testing,test,VERB,8
huey,Huey,PROPN,8
keys,key,VERB,8
wipes,wipe,VERB,8
starriors,Starrior,PROPN,8
meeting,meet,VERB,8
jaguar,jaguar,NOUN,8
diandro,Diandro,PROPN,8
suzy,Suzy,PROPN,8
led,lead,VERB,8
snatch,snatch,VERB,8
rush,rush,NOUN,8
planned,plan,VERB,8
debra,Debra,PROPN,8
ano,ano,INTJ,8
eensie,eensie,NOUN,8
nuts,nut,ADJ,8
shrink,shrink,VERB,8
almond,almond,NOUN,8
marian,Marian,PROPN,8
toasted,toasted,ADJ,8
yelling,yelling,NOUN,8
treetop,treetop,NOUN,8
fallin,fallin,ADJ,8
crooked,crooked,VERB,8
hayloft,hayloft,NOUN,8
doodledoo,Doodledoo,PROPN,8
spaghettios,Spaghettios,PROPN,8
childrens,child,NOUN,8
he's,he',ADJ,8
bl,bilogramataratede,NOUN,8
for,for,PART,8
mummy's,Mummy's,PROPN,8
gi,GI,PROPN,8
blaster,Blaster,PROPN,8
hurray,hurray,NOUN,8
sailed,sail,VERB,8
unconscious,unconscious,ADJ,8
stirrup,stirrup,NOUN,8
impatient,impatient,ADJ,8
confetti,confetti,NOUN,8
rr,rr,X,8
whats,what,VERB,8
palace,Palace,PROPN,8
newborn,newborn,NOUN,8
susy,Susy,PROPN,8
lighting,light,VERB,8
trapeze,trapeze,NOUN,8
checks,check,VERB,8
teenager,teenager,NOUN,8
advertising,advertising,NOUN,8
lego,lego,PROPN,8
wrap,wrap,NOUN,8
fights,fight,VERB,8
brmm,brmm,PROPN,8
clang,clang,NOUN,8
vans,van,NOUN,8
solve,solve,VERB,8
background,background,NOUN,8
all_done,all_done,NOUN,8
wilson,Wilson,PROPN,8
uhmm,uhmm,INTJ,8
chasin,chasin,VERB,8
movement,movement,NOUN,8
hatching,hatch,VERB,8
chee,chee,NOUN,8
loveseat,loveseat,NOUN,8
trim,trim,VERB,8
professor,professor,NOUN,8
freeze,freeze,NOUN,8
dive,dive,NOUN,8
biggie,biggie,NOUN,8
squeaky,Squeaky,PROPN,8
perro's,Perro's,PROPN,8
broken,break,NOUN,8
believes,believe,VERB,8
checking,check,NOUN,8
fellows,fellow,NOUN,8
roast,roast,VERB,8
being,being,NOUN,8
lamps,lamp,NOUN,8
wantin,wantin,VERB,8
oreos,Oreos,PROPN,8
loyal,Loyal,ADJ,8
mow,mow,NOUN,8
spits,spit,VERB,8
fart,fart,VERB,8
beside,beside,ADV,8
moths,moth,NOUN,8
piper,piper,NOUN,8
sheba,Sheba,PROPN,8
walkers,walker,NOUN,8
ranger,ranger,NOUN,8
handcuffs,handcuffs,NOUN,8
vehicles,vehicle,NOUN,8
www,www,PUNCT,8
teller,teller,NOUN,8
quack_quack_quack_quack,quack_quack_quack_quack,PROPN,8
scratching,scratching,NOUN,8
copilot,copilot,NOUN,8
bleeds,bleed,VERB,8
col,col,X,8
puppy,puppy,ADJ,8
wanda,Wanda,PROPN,8
chirps,chirp,VERB,8
cu,cu,PROPN,8
sill,sill,ADV,8
willing,willing,ADJ,8
zeke,Zeke,PROPN,8
curler,curler,NOUN,8
kwawu,kwawu,PROPN,8
underarm,underarm,NOUN,8
bluedo,Bluedo,PROPN,8
pattycake,pattycake,NOUN,8
flippers,flipper,NOUN,8
human,human,NOUN,8
per,per,ADP,8
south,south,NOUN,8
dum_dum,dum_dum,PROPN,8
roland,Roland,PROPN,8
house_bird,house_bird,NOUN,8
birdhouse,birdhouse,NOUN,8
behaving,behave,VERB,8
f,for,ADJ,8
quack_quack,quack_quack,NOUN,8
baba,Baba,PROPN,8
replace,replace,VERB,8
rhyme,rhy,VERB,8
antique,antique,ADJ,8
smooshed,smoosh,VERB,8
jellybeans,jellybean,NOUN,8
giggle,giggle,NOUN,8
bea,bea,PROPN,8
wrestling,wrestling,NOUN,8
shaker,shaker,NOUN,8
drippy,drippy,ADJ,8
cutters,cutter,NOUN,8
barnyard,barnyard,NOUN,8
doodle,doodle,NOUN,8
goed,go,AUX,8
nibble,nibble,NOUN,8
babysat,babysat,X,8
blamed,blame,VERB,8
ringin,ringin,VERB,8
avenue,avenue,NOUN,8
shields,shield,NOUN,8
evan,Evan,PROPN,8
rhodie,Rhodie,PROPN,8
expected,expect,VERB,8
cargo,cargo,NOUN,8
squooshed,squoosh,VERB,8
wakin,wake,VERB,8
droid,Droid,PROPN,8
posies,posy,NOUN,8
tea's,tea',NOUN,8
hop_hop,hop_hop,PROPN,8
builded,build,VERB,8
we'd,we'd,ADV,8
sarah's,Sarah's,PROPN,8
actor,actor,NOUN,8
valentine,Valentine,NOUN,8
clown,Clown,PROPN,8
hasta,hasta,NOUN,8
eee,eee,VERB,8
guards,guard,NOUN,8
sauces,sauce,NOUN,8
triceratops,Triceratops,PROPN,8
awoh,awoh,X,8
inv,inv,NOUN,8
read,read,ADJ,8
jimmy,jimmy,PROPN,8
muppets,muppet,NOUN,8
floated,float,VERB,8
yeehah,yeehah,X,8
melanie,Melanie,PROPN,8
ey,ey,INTJ,8
buddies,buddy,NOUN,8
austin,Austin,PROPN,8
ba,Ba,PROPN,8
squirts,squirt,VERB,8
babybottle,babybottle,NOUN,8
cattle,cattle,NOUN,8
pigtail,pigtail,NOUN,8
runner,runner,NOUN,8
dripping,drip,NOUN,8
coca_cola,Coca_Cola,PROPN,8
north,north,ADV,8
sticking,stick,NOUN,8
auchela,Auchela,PROPN,8
hoppity,hoppity,NOUN,8
meredith,Meredith,PROPN,8
dingalingaling,dingalingaling,PROPN,8
puppy,puppy,VERB,8
lipton,Lipton,PROPN,8
scrap,scrap,NOUN,8
me_and_the_bee,Me_and_the_Bee,PROPN,8
karly,Karly,PROPN,8
colds,cold,NOUN,8
boxing,boxing,NOUN,8
roscoe,Roscoe,PROPN,8
callin,callin,NOUN,8
bited,bite,VERB,8
beethoven,Beethoven,PROPN,8
rose,Rose,PROPN,8
allegiance,allegiance,NOUN,8
w,W,PROPN,8
carnatore,Carnatore,PROPN,8
smoosh,smoosh,NOUN,8
booties,booty,NOUN,8
castle,Castle,PROPN,8
puss,puss,NOUN,8
sea,Sea,PROPN,8
ss,s,X,8
j,a,VERB,8
submarine,submarine,NOUN,8
yager,Yager,PROPN,8
lemme,lemme,PROPN,8
chops,chop,VERB,8
smokey,Smokey,PROPN,8
cam,cam,NOUN,8
unbuckle,unbuckle,VERB,8
wore,wear,NOUN,8
cocoamarsh,Cocoamarsh,PROPN,8
issue,issue,NOUN,8
lowly,lowly,ADJ,8
paintin,paintin,NOUN,8
nannie,Nannie,PROPN,8
beep_beep,beep_beep,NOUN,8
paris,Paris,PROPN,8
peak,peak,NOUN,8
angel,Angel,PROPN,8
crispy,crispy,ADJ,8
rid,rid,NOUN,8
meanie,meanie,NOUN,8
herons,heron,NOUN,8
drawings,drawing,NOUN,8
prickers,pricker,NOUN,8
toad,toad,NOUN,8
connor,Connor,PROPN,8
sailboats,sailboat,NOUN,8
un,un,VERB,8
riddle,riddle,NOUN,8
controller,controller,NOUN,8
vermont,Vermont,PROPN,8
put,put,ADJ,8
bran,Bran,PROPN,8
dreamt,dreamt,VERB,8
layin,layin,NOUN,8
raggedy,raggedy,ADJ,8
flipflop,flipflop,NOUN,8
likely,likely,ADJ,8
meteor,meteor,NOUN,8
xavia,Xavia,PROPN,8
blech,blech,PROPN,8
phonograph,phonograph,NOUN,8
sure,sure,INTJ,8
grumble,grumble,NOUN,8
bobber,bobber,NOUN,8
bake,bake,NOUN,8
dusty,dusty,ADJ,8
treats,treat,NOUN,8
meter,meter,NOUN,8
pogo,Pogo,PROPN,8
breakdance,breakdance,NOUN,8
dover,Dover,PROPN,8
shoe,shoe,VERB,8
taperecorder,taperecorder,PROPN,8
psh,psh,NOUN,8
you'd,you'd,PART,8
underneath,underneath,ADJ,8
island,Island,PROPN,8
prices,price,NOUN,8
goody,goody,INTJ,8
stung,stung,ADJ,8
childworld,Childworld,PROPN,8
nitch,nitch,NOUN,8
lentils,lentil,NOUN,8
lend,lend,VERB,8
settled,settle,VERB,8
darn,darn,INTJ,8
bended,bend,VERB,8
billy,billy,NOUN,8
binky,Binky,PROPN,8
sock,sock,VERB,8
chalks,chalk,NOUN,8
s,be,VERB,8
chat,chat,NOUN,8
ants,ant,PROPN,8
closest,close,ADJ,8
nickel,nickel,PROPN,8
wiggles,wiggle,VERB,8
spoon,spoon,VERB,8
height,height,NOUN,8
pearl,Pearl,PROPN,8
bahbah,bahbah,NOUN,8
hunters,hunter,NOUN,8
colander,colander,NOUN,8
oopsie,oopsie,INTJ,8
tumble,tumble,VERB,8
rodent,rodent,NOUN,8
mister_munster,Mister_Munster,PROPN,8
fi,fi,VERB,8
donald's,Donald's,PROPN,8
twerp,twerp,VERB,8
stuffing,stuff,NOUN,8
offered,offer,VERB,8
jeeps,jeep,NOUN,8
youth,youth,NOUN,8
layer,layer,NOUN,8
pours,pour,VERB,8
fights,fight,NOUN,8
pounding,pound,VERB,8
rise,rise,NOUN,8
soggy,soggy,ADJ,8
contrary,contrary,ADJ,8
smelling,smelling,NOUN,8
woe,woe,INTJ,8
crackle,crackle,NOUN,8
cock,cock,NOUN,8
funnies,funny,NOUN,8
cowboy,Cowboy,PROPN,8
missouri,Missouri,PROPN,8
search,search,VERB,8
idiot,idiot,NOUN,8
workin,workin,NOUN,8
play,Play,PROPN,8
racin,racin,NOUN,8
rider,Rider,PROPN,8
laughin,laughin,ADJ,8
mcdonald,Mcdonald,PROPN,8
surface,surface,NOUN,8
original,original,ADJ,8
viaduct,viaduct,NOUN,8
newton,Newton,PROPN,8
charlene,Charlene,PROPN,8
feeding,feeding,NOUN,8
munchie,Munchie,PROPN,8
tired,tired,VERB,8
mo,Mo,PROPN,8
muffet,Muffet,PROPN,8
ay,ay,X,8
shutters,shutter,NOUN,8
counts,count,VERB,8
according,accord,VERB,8
batch,batch,NOUN,8
david's,David's,PROPN,8
tee_tee,tee_tee,VERB,8
hurrying,hurry,VERB,8
tyranasauraus,Tyranasauraus,PROPN,8
licking,lick,NOUN,8
anger,anger,NOUN,8
lie,lie,X,8
col,col,PROPN,8
coyote,coyote,NOUN,8
hurra,hurra,INTJ,8
protected,protect,VERB,8
paddling,paddle,VERB,8
locks,lock,NOUN,8
volley,volley,NOUN,8
tadah,tadah,X,8
dissolve,dissolve,VERB,8
eve_cummings,Eve_Cummings,PROPN,8
cheep_cheep,cheep_cheep,PROPN,8
waitress,waitress,NOUN,8
bookoo,bookoo,NOUN,8
momma,momma,INTJ,8
sacks,sack,NOUN,8
holly,Holly,PROPN,8
locket,locket,NOUN,8
grumbles,grumble,VERB,7
interview,interview,NOUN,7
boohoo,boohoo,PROPN,7
it'd,it',PRON,7
dwww,dwww,NOUN,7
pools,pool,NOUN,7
gina,Gina,PROPN,7
blades,blade,NOUN,7
adrianna,Adrianna,PROPN,7
meateater,meateater,NOUN,7
teletubbies,teletubby,NOUN,7
fog,fog,NOUN,7
clinton,Clinton,PROPN,7
moto,moto,NOUN,7
baggy,baggy,NOUN,7
fir,fir,NOUN,7
vehicle,vehicle,NOUN,7
uppy_time,uppy_time,NOUN,7
