word,lemma,pos,frequency
long_arms,Long_arm,PROPN,2
banana_brain,Banana_brain,PROPN,2
planet_of_the_apes,Planet_of_the_Apes,PROPN,2
bananasplit,Bananasplit,PROPN,2
story,Story,NOUN,2
thousand_islands,Thousand_Islands,PROPN,2
fiction,fiction,NOUN,2
stuffing,stuff,VERB,2
wicket,Wicket,PROPN,2
technique,technique,NOUN,2
lego's,Lego's,PROPN,2
presidents,president,PROPN,2
indentations,indentation,NOUN,2
cheeses,cheese,NOUN,2
headbands,headband,NOUN,2
bumm,bumm,NOUN,2
eye_out,eye_out,NOUN,2
cracky,cracky,ADJ,2
helene,Helene,PROPN,2
tang,Tang,PROPN,2
dustin,Dustin,PROPN,2
shotten,shotten,VERB,2
cuties,cuty,NOUN,2
lights_camera_action,Lights_Camera_Action,PROPN,2
splinter,splinter,VERB,2
mysterious,mysterious,ADJ,2
timmy's,Timmy's,PROPN,2
goodwill,Goodwill,PROPN,2
dudush,Dudush,PROPN,2
ax,be,VERB,2
fire_monster,Fire_Monster,PROPN,2
pissed,piss,VERB,2
warehouse,warehouse,NOUN,2
mentioning,mention,VERB,2
unreal,unreal,ADJ,2
setter,setter,NOUN,2
funnest,funn,ADJ,2
a_team,A_Team,PROPN,2
scabs,scab,NOUN,2
gouges,gouge,NOUN,2
thumble,thumble,NOUN,2
edible,edible,NOUN,2
armsling,armsling,NOUN,2
maurice,Maurice,PROPN,2
sendak,Sendak,PROPN,2
whine,whine,NOUN,2
mayor,mayor,NOUN,2
fever,Fever,PROPN,2
crawlers,crawler,NOUN,2
treestompers,Treestompers,PROPN,2
bottlecap,bottlecap,NOUN,2
police_town_guy,police_town_guy,NOUN,2
town_guy,town_guy,NOUN,2
royals,Royal,PROPN,2
achieve,achieve,VERB,2
grogg,Grogg,PROPN,2
gollum,Gollum,PROPN,2
shump_shump,Shump_shump,PROPN,2
wasp,wasp,NOUN,2
bloodshot,bloodshot,NOUN,2
cc,CC,PROPN,2
fox,Fox,PROPN,2
paxtons,Paxtons,PROPN,2
honey_nut_cheerios,Honey_Nut_Cheerios,PROPN,2
feet_man,Feet_Man,PROPN,2
neighing,neighing,NOUN,2
furs,fur,NOUN,2
slingshots,slingshot,NOUN,2
gods,god,NOUN,2
trap_jaw,Trap_jaw,PROPN,2
neighing,neigh,VERB,2
immortality,immortality,NOUN,2
speak_and_spell,Speak_and_Spell,PROPN,2
pl,pl,PROPN,2
ated,ated,VERB,2
comput,comput,NOUN,2
headdress,headdress,NOUN,2
compu,compu,NOUN,2
te,the,PART,2
thunder_laying_wood,Thunder_Laying_Wood,PROPN,2
briany,Briany,PROPN,2
kung_fu,Kung_Fu,PROPN,2
blech,blech,INTJ,2
chewbaka,Chewbaka,PROPN,2
snowlady,snowlady,NOUN,2
kill,kill,NOUN,2
yucko,yucko,X,2
sullivan's,Sullivan',PROPN,2
guguwa,Guguwa,PROPN,2
suckerfish,suckerfish,NOUN,2
rankor,Rankor,PROPN,2
pieman,Pieman,PROPN,2
bunko,bunko,PROPN,2
territories,territory,NOUN,2
whitewater,Whitewater,PROPN,2
westen,Westen,PROPN,2
knob,knob,VERB,2
dread,dread,NOUN,2
represent,represent,VERB,2
gennie,Gennie,PROPN,2
vikings,viking,NOUN,2
bambed,bamb,VERB,2
unloose,unloose,ADJ,2
mickey_mouse_club,Mickey_Mouse_Club,PROPN,2
quality,quality,NOUN,2
blackberries,blackberry,NOUN,2
weekends,weekend,NOUN,2
rainded,raind,VERB,2
mystic,mystic,NOUN,2
kerplonk,kerplonk,NOUN,2
rental,rental,ADJ,2
merman,merman,NOUN,2
whirlpool,whirlpool,NOUN,2
specialized,specialize,VERB,2
gray,Gray,ADJ,2
umhum,umhum,NOUN,2
sampson,Sampson,PROPN,2
comparison,comparison,NOUN,2
electricfied,electricfied,ADJ,2
nothing,nothing,NOUN,2
miracle,miracle,NOUN,2
walkers,Walkers,PROPN,2
fare,fare,ADJ,2
morrow,morrow,PROPN,2
garbagy,garbagy,ADJ,2
sample,sample,NOUN,2
iris,Iris,PROPN,2
don'ting,don't,VERB,2
meater,meater,NOUN,2
timing,timing,NOUN,2
function,function,NOUN,2
supported,support,VERB,2
millennium,Millennium,PROPN,2
arctic,arctic,PROPN,2
advertised,advertise,VERB,2
leggo,Leggo,PROPN,2
murphy's,Murphy's,PROPN,2
bucking,buck,VERB,2
opera,Opera,PROPN,2
bright_eyes,Bright_eye,PROPN,2
skull,Skull,PROPN,2
doof,doof,VERB,2
ew,ew,PRON,2
united,United,ADJ,2
markey,Markey,PROPN,2
blessing,blessing,NOUN,2
plugins,plugin,NOUN,2
smacks,smack,VERB,2
corrin,Corrin,PROPN,2
lu,Lu,PROPN,2
nobody,nobody,PROPN,2
runner,Runner,PROPN,2
safaris,Safaris,PROPN,2
vincent,Vincent,PROPN,2
stinky's,Stinky's,PROPN,2
lagoon,lagoon,NOUN,2
snooping,snoop,VERB,2
lieing,lie,VERB,2
gold,Gold,PROPN,2
kidnappers,kidnapper,NOUN,2
yike,yike,VERB,2
yicky,yicky,ADJ,2
photosynthesis,photosynthesis,NOUN,2
general,General,PROPN,2
biderman,Biderman,PROPN,2
rrrgh,rrrgh,PROPN,2
ourland,Ourland,PROPN,2
celebrity,celebrity,NOUN,2
russia,Russia,PROPN,2
pop_eye,Pop_eye,PROPN,2
bams,bam,NOUN,2
sketzy,sketzy,NOUN,2
outh,outh,INTJ,2
lincoln_logs,Lincoln_Logs,PROPN,2
leaker,leaker,NOUN,2
wow,wow,ADJ,2
spies,spy,NOUN,2
butchwax,butchwax,NOUN,2
addressing,address,VERB,2
touchdown,touchdown,NOUN,2
twelve,twelve,NOUN,2
stinky,stinky,INTJ,2
drawer,drawer,VERB,2
rubble,rubble,NOUN,2
winterhawk,Winterhawk,PROPN,2
saturated,saturate,VERB,2
herb,herb,NOUN,2
mall,Mall,PROPN,2
ducks,Duck,PROPN,2
sorceress,sorceress,NOUN,2
wonder_woman,Wonder_Woman,PROPN,2
fu,Fu,PROPN,2
ry,ry,PROPN,2
rec,Rec,PROPN,2
mazes,maze,NOUN,2
gun,gun,VERB,2
after_vitamin,after_vitamin,NOUN,2
programming,programming,NOUN,2
evel_knievel,Evel_Knievel,PROPN,2
jack_dempsey,Jack_Dempsey,PROPN,2
boss,Boss,PROPN,2
said,say,NOUN,2
bat_mobile,Bat_Mobile,PROPN,2
treated,treat,VERB,2
intonation,intonation,NOUN,2
imitates,imitate,VERB,2
encourage,encourage,VERB,2
ghye,,X,2
preceded,precede,VERB,2
nodded,nod,VERB,2
brainny,Brainny,PROPN,2
babbled,babble,VERB,2
essentially,essentially,ADV,2
night,Night,PROPN,2
maggy,maggy,NOUN,2
ma_may,ma_may,INTJ,2
hijklmnop,hijklmnop,PROPN,2
mulligan,Mulligan,PROPN,2
oje,oje,NOUN,2
nods,nod,VERB,2
ai,be,PROPN,2
gelflings,Gelflings,PROPN,2
bicis,Bicis,PROPN,2
itsy,Itsy,PROPN,2
nickolodian,Nickolodian,PROPN,2
umhum,umhum,ADJ,2
schopy,schopy,NOUN,2
literally,literally,ADV,2
doyng,doyng,INTJ,2
matzos,matzo,NOUN,2
pookibook,pookibook,PROPN,2
steady,steady,PROPN,2
jenes,Jenes,PROPN,2
babu,babu,PROPN,2
glow,glow,NOUN,2
african,African,PROPN,2
hut,Hut,PROPN,2
christa,Christa,PROPN,2
tingle,tingle,NOUN,2
bothers,bother,VERB,2
ph,ph,NOUN,2
punches,punch,NOUN,2
nong,nong,PROPN,2
loo,loo,INTJ,2
ugly,ugly,ADV,2
firebird,Firebird,PROPN,2
collapsing,collapse,VERB,2
tyrannosaurus_rex,tyrannosaurus_rex,X,2
chick_chick,chick_chick,PROPN,2
pou,pou,NOUN,2
apiece,apiece,ADV,2
blah,blah,X,2
spittin,spittin,ADJ,2
norry's,Norry's,PROPN,2
jojo,jojo,PROPN,2
dorchester,Dorchester,PROPN,2
tige,tige,PROPN,2
bop,Bop,PROPN,2
teenagers,teenager,NOUN,2
courseerous,courseerous,NOUN,2
distractions,distraction,NOUN,2
squeak_squeak_squeak,squeak_squeak_squeak,PROPN,2
conneticut,Conneticut,PROPN,2
flabbergasted,flabbergaste,VERB,2
keppie,keppie,NOUN,2
gaggies,gaggy,NOUN,2
agenda,agenda,NOUN,2
thi,thi,PART,2
donke,donke,NOUN,2
handed,handed,ADV,2
oink_oink,oink_oink,ADJ,2
cootchy,cootchy,NOUN,2
cheerleading,cheerleading,NOUN,2
stoo,stoo,NOUN,2
thump_thump_thump_thump,thump_thump_thump_thump,X,2
guy'll,guy'll,NOUN,2
shannon's,Shannon',PROPN,2
kit_kat,Kit_Kat,PROPN,2
roof_roof_roof_roof,roof_roof_roof_roof,PROPN,2
snuffie,Snuffie,PROPN,2
look_i,look_i,INTJ,2
sweet_pea,Sweet_Pea,PROPN,2
persistent,persistent,ADJ,2
arrives,arrive,VERB,2
element,element,NOUN,2
radical,radical,ADJ,2
bunny's,bunny,NOUN,2
unstick,unstick,VERB,2
quacks,quack,NOUN,2
squeakin,squeakin,NOUN,2
fiona,Fiona,PROPN,2
forgotted,forgot,VERB,2
turtle,turtle,ADJ,2
alien,alien,PROPN,2
brummm,brummm,PROPN,2
words,Word,PROPN,2
tatata,tatata,PROPN,2
bottomless,bottomless,ADJ,2
kids,Kid,PROPN,2
comrade,comrade,NOUN,2
bringin,bringin,ADJ,2
ele,ele,X,2
greta,Greta,PROPN,2
bug's,bug,NOUN,2
scooped,scoop,VERB,2
jared's,Jared's,PROPN,2
prissy,Prissy,PROPN,2
zebra's,zebra',NOUN,2
jeep,Jeep,PROPN,2
pickinic,pickinic,NOUN,2
lid's,lide,NOUN,2
cowie,Cowie,PROPN,2
earth,Earth,PROPN,2
fooyung,fooyung,INTJ,2
flick,flick,NOUN,2
chick_chick,chick_chick,NOUN,2
buttoning,buttoning,NOUN,2
spaghettios,spaghettios,PROPN,2
squeakin,squeakin,ADJ,2
braked,brake,VERB,2
that,that,VERB,2
stish,Stish,PROPN,2
kitty_kitty,kitty_kitty,PROPN,2
weeping,weeping,NOUN,2
ah,ah,AUX,2
vrooms,vroom,VERB,2
simpsons,Simpson,PROPN,2
peekies,peeky,NOUN,2
pro,pro,X,2
educational,educational,ADJ,2
ora,ora,NOUN,2
googolie,googolie,PROPN,2
prank,prank,NOUN,2
peep_peep_peep_peep,peep_peep_peep_peep,X,2
ay_ee,ay_ee,INTJ,2
changes,change,NOUN,2
waowao,waowao,PROPN,2
part's,part',NOUN,2
peep_peep_peep_peep_peep,peep_peep_peep_peep_peep,X,2
speck,speck,NOUN,2
bye,bye,ADV,2
touchin,touchin,NOUN,2
shortest,short,ADJ,2
kitt,kitt,PROPN,2
magnetize,magnetize,VERB,2
psst,psst,PROPN,2
ribbit_ribbit,ribbit_ribbit,PROPN,2
hh,hh,NOUN,2
talking,Talk,VERB,2
bammi,bammi,NOUN,2
pookiepie,pookiepie,NOUN,2
attract,attract,NOUN,2
m_o_y,m_o_y,PROPN,2
yuppie,yuppie,ADJ,2
delete,delete,VERB,2
khome,khome,NOUN,2
hon,hon,ADV,2
gadgets,gadget,NOUN,2
linden,Linden,PROPN,2
aw,aw,ADP,2
woburn,Woburn,PROPN,2
margo,Margo,PROPN,2
hunched,hunch,VERB,2
display,display,NOUN,2
maskses,masky,NOUN,2
clayton,Clayton,PROPN,2
society,society,NOUN,2
wawa,wawa,NOUN,2
natick,Natick,PROPN,2
pukkie,Pukkie,PROPN,2
rommy,Rommy,PROPN,2
car's,car',NOUN,2
pursuit,pursuit,NOUN,2
pg,PG,PROPN,2
bla,bla,ADP,2
bisk,bisk,NOUN,2
winkle,winkle,NOUN,2
ich,,X,2
top'm,Top'm,PROPN,2
stabbed,stab,VERB,2
daboudit,daboudit,X,2
daraway,daraway,ADJ,2
rakin,rakin,VERB,2
sarket,sarket,NOUN,2
terror,terror,NOUN,2
combinations,combination,NOUN,2
regu,regu,NOUN,2
power,power,VERB,2
repeling,repel,VERB,2
bla,bla,NOUN,2
planets,Planet,PROPN,2
emm,Emm,PROPN,2
have,have,X,2
chillberg,Chillberg,PROPN,2
victim,victim,NOUN,2
bl,bl,PROPN,2
smudges,smudge,NOUN,2
scott's,Scott's,PROPN,2
mixin,mixin,ADJ,2
occurring,occur,VERB,2
faded,fade,VERB,2
clair,Clair,PROPN,2
addict,addict,NOUN,2
hookage,hookage,NOUN,2
sutlebi,sutlebi,NOUN,2
foreign,foreign,ADJ,2
panny,Panny,PROPN,2
dan's,Dan's,PROPN,2
compliant,compliant,ADJ,2
adds,add,VERB,2
kissie,PAssie,PROPN,2
household,household,NOUN,2
pinnin,pinnin,ADJ,2
geebee,Geebee,PROPN,2
javelin,javelin,NOUN,2
hoo_hoo,hoo_hoo,X,2
clack,clack,NOUN,2
mmn,mmn,PROPN,2
oklahoma,Oklahoma,PROPN,2
angeles,Angeles,PROPN,2
los,Los,PROPN,2
daffodils,daffodil,NOUN,2
tho,though,PUNCT,2
horseshoes,horseshoe,NOUN,2
lay,lay,PROPN,2
predictions,prediction,NOUN,2
lower,lower,VERB,2
attracting,attract,VERB,2
brothers,Brother,PROPN,2
sol,Sol,PROPN,2
th,that,ADJ,2
mastin,Mastin,PROPN,2
emy,Emy,PROPN,2
mittens,Mitten,PROPN,2
bain,bain,NOUN,2
x_men,X_Men,PROPN,2
environmental,environmental,ADJ,2
teen,Teen,PROPN,2
faneuil,Faneuil,PROPN,2
ti,Ti,PROPN,2
company,Company,PROPN,2
bulldog,Bulldog,PROPN,2
drape,drape,NOUN,2
stratus,Stratus,PROPN,2
a_and_d,A_and_D,PROPN,2
malarkey,malarkey,NOUN,2
acro,acro,NOUN,2
rosebush,rosebush,NOUN,2
wardell,Wardell,PROPN,2
tortellinis,tortellinis,PROPN,2
requires,require,VERB,2
marina,Marina,PROPN,2
toadstool,toadstool,NOUN,2
whm,whm,PROPN,2
mimmi,Mimmi,PROPN,2
ra,ra,X,2
barabi,barabi,X,2
vaygye,vaygye,PROPN,2
o_toole,O_Toole,PROPN,2
crotch,crotch,NOUN,2
tudor,Tudor,PROPN,2
scary,Scary,PROPN,2
washin,washin,ADJ,2
molecules,molecule,NOUN,2
t_v,t_v,INTJ,2
mouth,Mouth,PROPN,2
toolie,Toolie,PROPN,2
landin,landin,ADJ,2
haul,haul,NOUN,2
wheels,Wheels,PROPN,2
playgrounds,playground,NOUN,2
wantin,wantin,ADJ,2
scooby,scooby,NOUN,2
hauls,haul,VERB,2
worry,worry,NOUN,2
whiniest,whiniest,NOUN,2
pez,pez,NOUN,2
slinks,slink,VERB,2
whiner,whiner,NOUN,2
toucan,toucan,PROPN,2
earrin,earrin,NOUN,2
brushin,brushin,NOUN,2
ma,ma,VERB,2
flower,Flower,PROPN,2
bull,bull,VERB,2
pen's,pene,NOUN,2
digger,Digger,PROPN,2
lily,lily,ADJ,2
baa,Baa,PROPN,2
lettin,lettin,VERB,2
fireballs,fireball,NOUN,2
gozzle,gozzle,NOUN,2
chick,chick,VERB,2
weeds,weed,VERB,2
spread,spread,ADJ,2
tho,though,INTJ,2
mitts,mit,NOUN,2
pedalin,pedalin,NOUN,2
shinier,shiny,ADJ,2
mercury,mercury,NOUN,2
poochie,Poochie,PROPN,2
ain't,ain't,PROPN,2
ma's,Ma's,PROPN,2
cockadoodledo,cockadoodledo,PROPN,2
nutcracker,Nutcracker,PROPN,2
ger,ger,NOUN,2
lolli,lolli,NOUN,2
snowin,snowin,ADJ,2
toy's,toy,NOUN,2
seein,seein,ADJ,2
ton,ton,NOUN,2
mailwoman,mailwoman,NOUN,2
mails,mail,NOUN,2
messin,messin,NOUN,2
haired,haired,ADJ,2
waterin,waterin,NOUN,2
lindsey's,Lindsey,PROPN,2
felicia,Felicia,PROPN,2
windin,windin,VERB,2
arrivin,arrivin,ADJ,2
whines,whine,VERB,2
peter_point,Peter_Point,PROPN,2
joline,Joline,PROPN,2
boo's,Boo',PROPN,2
oof_oof,oof_oof,NOUN,2
oof_oof,oof_oof,X,2
toasting,toast,VERB,2
weg,weg,NOUN,2
leggies,leggy,NOUN,2
mostest,mostest,NOUN,2
cymbal,cymbal,NOUN,2
fireextinguisher,fireextinguisher,NOUN,2
wishton,Wishton,PROPN,2
cuddles,Cuddles,PROPN,2
bagen,bagan,NOUN,2
ex,ex,PROPN,2
daffodil,daffodil,NOUN,2
doorknobs,doorknob,NOUN,2
barbies,barby,NOUN,2
mallet,mallet,NOUN,2
clipper,clipper,PROPN,2
schoolday,schoolday,NOUN,2
darrell,Darrell,PROPN,2
mammoth,mammoth,ADJ,2
sleepy_time,Sleepy_Time,PROPN,2
gruff,gruff,ADJ,2
drivethrough,drivethrough,NOUN,2
lillie_long,Lillie_Long,PROPN,2
teresa,Teresa,PROPN,2
savages,savage,NOUN,2
imprevue,Imprevue,PROPN,2
col,Col,PROPN,2
pig,pig,PROPN,2
daredevil,daredevil,ADJ,2
firefighter,firefighter,NOUN,2
ducklin,ducklin,ADJ,2
ridin,ridin,PROPN,2
grunts,grunt,NOUN,2
webbys,Webbys,PROPN,2
odie,Odie,PROPN,2
maloker,maloker,NOUN,2
eatin,eatin,INTJ,2
criminal,criminal,NOUN,2
bosh,bosh,NOUN,2
doodie,doodie,INTJ,2
inv's,Inv's,PROPN,2
mou,mou,INTJ,2
mushing,mush,VERB,2
little_red_riding_hood,Little_Red_Riding_Hood,PROPN,2
pupils,pupil,NOUN,2
wee,wee,ADV,2
boogin,boogin,NOUN,2
barkin,barkin,PROPN,2
tarrin,Tarrin,PROPN,2
gargantuan,gargantuan,ADJ,2
gonie,gonie,NOUN,2
stinks,stink,NOUN,2
pig,pig,INTJ,2
nightmoon,nightmoon,NOUN,2
kmart,Kmart,PROPN,2
caterpillar,Caterpillar,PROPN,2
grandpa's,Grandpa,PROPN,2
maney,Maney,PROPN,2
cos,cos,NOUN,2
cos,cos,ADV,2
nanold,Nanold,PROPN,2
beyond,Beyond,PROPN,2
erases,erase,VERB,2
metallic,metallic,NOUN,2
headed,head,ADJ,2
blows,blow,NOUN,2
brin,brin,VERB,2
beebop,Beebop,PROPN,2
ginger,Ginger,PROPN,2
crawlin,crawlin,ADJ,2
jungles,jungle,NOUN,2
ting,ting,VERB,2
aggravated,aggravate,VERB,2
hooker,hooker,NOUN,2
wew,wew,PROPN,2
heeh,heeh,PROPN,2
ghostbusters,ghostbuster,NOUN,2
pinchy,pinchy,ADJ,2
momo,Momo,PROPN,2
hooking,hook,VERB,2
jo_jo's,Jo_Jo's,PROPN,2
assortment,assortment,NOUN,2
gira,gira,PROPN,2
ruffle,ruffle,NOUN,2
sweetlife,Sweetlife,PROPN,2
sweetlife,Sweetlife,ADJ,2
pieced,piece,VERB,2
puddie,puddie,NOUN,2
lioness,lioness,NOUN,2
frangio,Frangio,PROPN,2
goldie_bird,Goldie_bird,PROPN,2
goldie_bird,Goldie_Bird,PROPN,2
fringe,fringe,NOUN,2
crabbies,crabby,NOUN,2
rhinostros,rhinostro,NOUN,2
posing,pose,VERB,2
chickadee,Chickadee,PROPN,2
cray,cray,NOUN,2
cutiepie,cutiepie,NOUN,2
dopey,dopey,ADJ,2
mummys,mummy,NOUN,2
scarin,scarin,VERB,2
fuss,fuss,VERB,2
paprika,paprika,NOUN,2
rhinor,rhinor,NOUN,2
pizzeria,pizzerion,NOUN,2
humped,hump,VERB,2
brack,brack,NOUN,2
abracadabra,abracadabra,INTJ,2
ree,ree,PROPN,2
kum_by_ya,Kum_By_Ya,PROPN,2
bearing,bear,NOUN,2
nikky,Nikky,PROPN,2
storybooks,storybook,NOUN,2
julianne,Julianne,PROPN,2
people,People,PROPN,2
gassin,gassin,ADJ,2
yippies,yippie,NOUN,2
baaaa,baar,X,2
deliverin,deliverin,VERB,2
pajamas_for_kit,pajamas_for_kit,X,2
targen,targen,NOUN,2
mot,mot,VERB,2
darlin,Darlin,PROPN,2
bonehead,bonehead,NOUN,2
hunhunh,hunhunh,X,2
magnetron,magnetron,NOUN,2
puter,puter,NOUN,2
boh,boh,INTJ,2
duckie,Duckie,PROPN,2
dew,dew,PROPN,2
book,Book,PROPN,2
mag,mag,ADJ,2
plowin,plowin,ADJ,2
discover,Discover,PROPN,2
un,un,NOUN,2
wreckin,wreckin,VERB,2
_it,_it,SCONJ,2
smackin,smackin,NOUN,2
mupkin,mupkin,NOUN,2
kum_by_ya,kum_by_ya,X,2
erk,erk,PROPN,2
hangman,hangman,NOUN,2
fibbe,fibbe,VERB,2
fai,fai,ADJ,2
bird's,Bird's,PROPN,2
squirtin,squirtin,ADJ,2
sanitation,sanitation,NOUN,2
sorts,sort,VERB,2
coasters,coaster,NOUN,2
gloom,gloom,NOUN,2
granddaddy,Granddaddy,PROPN,2
longnecks,Longneck,PROPN,2
create,create,VERB,2
bra,bra,NOUN,2
varoom,varoom,NOUN,2
helpe,helpe,NOUN,2
squealin,squealin,NOUN,2
ayayay,ayayay,INTJ,2
toaster,Toaster,PROPN,2
electromagnet,electromagnet,NOUN,2
thrump,thrump,NOUN,2
bluish,bluish,ADJ,2
togethe,togethe,ADV,2
psychin,psychin,ADJ,2
musk,musk,NOUN,2
foxy,foxy,ADJ,2
mugging,mug,VERB,2
attitude,attitude,NOUN,2
bouncy,bouncy,NOUN,2
thingy,thingy,ADV,2
poo_poos,poo_poo,NOUN,2
willpower,willpower,NOUN,2
speedy_gonzales,Speedy_Gonzales,PROPN,2
punky,Punky,PROPN,2
curtsy,curtsy,VERB,2
curtsy,curtsy,ADJ,2
ccheeou,ccheeou,PROPN,2
mister_mailman,Mister_Mailman,PROPN,2
in_case,in_case,PROPN,2
burnin,burnin,VERB,2
alley_cats,Alley_Cat,PROPN,2
achievement,achievement,NOUN,2
oughto,oughto,NOUN,2
nuk,nuk,PROPN,2
super_man,Super_man,PROPN,2
what_if,what_if,INTJ,2
_if,_if,ADV,2
_if,_if,ADJ,2
twink,twink,NOUN,2
what_do_you_say_dear,What_Do_You_Say_Dear,PROPN,2
rainbow_brite,Rainbow_Brite,PROPN,2
springs,spring,VERB,2
clings,cling,VERB,2
elements,element,NOUN,2
carbohydrates,carbohydrate,NOUN,2
pro,pro,ADV,2
can,can,VERB,2
how_brown_cow,how_brown_cow,NOUN,2
mis_thing,mis_thing,NOUN,2
wildlife,wildlife,NOUN,2
como_zoo,Como_Zoo,PROPN,2
disagree,disagree,VERB,2
drowse,drowse,VERB,2
drowsing,drowse,VERB,2
relevance,relevance,NOUN,2
orchard,orchard,NOUN,2
gobs,gob,NOUN,2
da_da,da_da,PROPN,2
artistic,artistic,ADJ,2
're_not_elected_charlie_brown,'re_not_elected_Charlie_Brown,PROPN,2
lockers,locker,NOUN,2
lightman,lightman,NOUN,2
gained,gain,VERB,2
nɘn,NɘN,PROPN,2
dub,dUb,NOUN,2
harmar,Harmar,PROPN,2
shrinked,shrink,VERB,2
ground_hog,Ground_hog,PROPN,2
splatters,splatter,NOUN,2
foggier,foggy,ADJ,2
honey_bears,Honey_Bears,PROPN,2
celie,Celie,PROPN,2
agi,Agi,PROPN,2
huggi,hUggi,X,2
spacesuit,spacesuit,NOUN,2
impress,impress,VERB,2
lon,lon,NOUN,2
khan,Khan,PROPN,2
heach,heach,INTJ,2
fillings,filling,NOUN,2
searched,search,VERB,2
defrost,defrost,VERB,2
like,like,PART,2
importantest,importantest,NOUN,2
lose,lose,NOUN,2
dad,dad,VERB,2
minus,minus,ADV,2
find_it,Find_It,PROPN,2
divided,divide,VERB,2
will,will,VERB,2
quitting,quit,VERB,2
tonight,tonight,VERB,2
shafe,shafe,VERB,2
camouflage,camouflage,VERB,2
zag,zag,X,2
zig,zig,X,2
_gardens,_Gardend,PROPN,2
electrocuted,electrocute,VERB,2
terry_wood,Terry_Wood,PROPN,2
athletic,athletic,ADJ,2
shellfish,shellfish,NOUN,2
capon,Capon,PROPN,2
teehee,teehee,INTJ,2
heach,heach,NOUN,2
cooperated,cooperate,VERB,2
clubhouse,clubhouse,NOUN,2
hees,hees,PROPN,2
templeton,Templeton,PROPN,2
poop_potty,poop_potty,NOUN,2
uncle_scrooge,Uncle_Scrooge,PROPN,2
pushball,pushball,NOUN,2
purchase,purchase,NOUN,2
lee_ann,Lee_Ann,PROPN,2
threeo,threeo,NOUN,2
computer,Computer,NOUN,2
hack,hack,NOUN,2
roughest,rough,ADJ,2
trillion,trillion,NUM,2
shanty,Shanty,PROPN,2
chariots,chariot,NOUN,2
apollo,Apollo,PROPN,2
atlas,Atlas,PROPN,2
suns,sun,PROPN,2
frown,frown,NOUN,2
sizzling,sizzling,ADJ,2
unplugged,unplugged,ADJ,2
blended,blend,VERB,2
eskimoes,Eskimoe,PROPN,2
pictured,picture,VERB,2
little_rope,Little_Rope,PROPN,2
blends,blend,VERB,2
big_rope,Big_Rope,PROPN,2
postcards,postcard,NOUN,2
karakul,Karakul,PROPN,2
armman,Armman,PROPN,2
save,save,NOUN,2
streamer,streamer,NOUN,2
snake_mountain,Snake_mountain,PROPN,2
brighten,brighten,VERB,2
performed,perform,VERB,2
the_hobbit,The_Hobbit,PROPN,2
gulping,gulp,NOUN,2
poppi,Poppi,PROPN,2
stan's,Stan',PROPN,2
zaccaro,Zaccaro,PROPN,2
cheerleader,cheerleader,NOUN,2
overboard,overboard,ADV,2
bilge,bilge,NOUN,2
gate,Gate,PROPN,2
honeybees,honeybee,NOUN,2
retie,retie,VERB,2
faint,faint,VERB,2
ye_gods,ye_god,NOUN,2
clippityclop,clippityclop,PROPN,2
squeezes,squeeze,NOUN,2
clo,clo,INTJ,2
parades,parade,NOUN,2
snakie,snakie,NOUN,2
frie,frie,INTJ,2
gro,gro,PROPN,2
funk,funk,NOUN,2
snow_speeder,Snow_speeder,PROPN,2
brer_fox,Brer_Fox,PROPN,2
rr,rr,ADP,2
uncle_remus,Uncle_Remus,PROPN,2
softener,softener,NOUN,2
lied,lie,PROPN,2
horned,horn,VERB,2
analysis,analysis,NOUN,2
divide,divide,NOUN,2
busch,Busch,PROPN,2
gardens,Garden,PROPN,2
undead,undead,ADJ,2
ke,ke,VERB,2
catty,catty,ADJ,2
knock_knock,knock_knock,INTJ,2
apes,Apes,PROPN,2
gump,gump,NOUN,2
sadness,Sadness,PROPN,2
menonite,Menonite,PROPN,2
sensation,sensation,NOUN,2
blurry,blurry,ADJ,2
skates,Skate,PROPN,2
microbiology,microbiology,NOUN,2
butty,butty,ADJ,2
respect,respect,VERB,2
splattering,splattering,NOUN,2
if,if,PUNCT,2
inn,inn,NOUN,2
thornberry,Thornberry,PROPN,2
raptors,raptor,NOUN,2
pomodors,pomodor,NOUN,2
jau,jau,X,2
privates,private,NOUN,2
spir,spir,NOUN,2
mina,Mina,PROPN,2
bells,bell,VERB,2
patterson,Patterson,PROPN,2
sl,sl,ADV,2
stood,stand,AUX,2
demons,demon,NOUN,2
neck,Neck,PROPN,2
faith,Faith,PROPN,2
munched,munch,VERB,2
twists,twist,VERB,2
heehee,heehee,NOUN,2
carolot,Carolot,PROPN,2
poo_poo_gas,poo_poo_gas,INTJ,2
mums,mum,NOUN,2
scribbling,scribbling,NOUN,2
pta,PTA,PROPN,2
poof,poof,ADV,2
prettily,prettily,ADV,2
stealer,stealer,NOUN,2
trashy,trashy,ADJ,2
demand,demand,NOUN,2
trashman,trashman,NOUN,2
breakie,breakie,NOUN,2
turd,turd,NOUN,2
potter,pot,ADJ,2
podikat,podikat,NOUN,2
extreme,extreme,ADJ,2
silk,silk,NOUN,2
wilted,wilt,VERB,2
polo,Polo,PROPN,2
ronny,Ronny,PROPN,2
moister,moister,ADJ,2
indefinitely,indefinitely,ADV,2
chilled,chill,VERB,2
pepsi_free,Pepsi_free,PROPN,2
god's,gode,NOUN,2
campouts,campout,NOUN,2
bellydancers,bellydancer,NOUN,2
